STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
325,HDGC - Công ty TNHH Hải Dương Giang Biên,"HAI DUONG GIANG BIEN CO., LTD",Công ty trách nhiệm hữu hạn,Xây dựng,700000000000.0,none,02462935582,02462935582,"LÔ CT19B KHU ĐÔ THỊ VIỆT HƯNG, PHƯỜNG GIANG BIÊN, QUẬN LONG BIÊN, HÀ NỘI",Vũ Đình Chiến,,,
326,HDHC - CÔNG TY TNHH HƯỚNG DƯƠNG HOLDING,HUONG DUONG HOLDING,Công ty trách nhiệm hữu hạn,Bất động sản,100000000000.0,www.huongduongholdings.com,0905379853,0913391678,"90 Cao Thắng , Phường 4, Quận 3, TP.Hồ Chí Minh",NGUYỄN MINH TRÍ,,,
327,HDMC - Công ty Cổ phần Tổng công ty Đầu tư và Quản lý Tài sản HD,HD AMC,Công ty cổ phần,Lĩnh vực khác,2500000000000.0,https://hdbankamc.com.vn/,0837421280,0837421280,"19 Nguyễn Đình Chiểu, Phường Sài Gòn, TP. Hồ Chí Minh",NGUYỄN THẾ QUANG,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB,27/06/2026
328,HDRC - Công ty TNHH Đầu tư và Phát triển BĐS Hải Đăng,HDRC,Công ty trách nhiệm hữu hạn,Bất động sản,5459594000000.0,,0326730689,0326730689,"Dự án Khu đô thị sinh thái Dream City, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Ngô Văn Kiên; Đinh Hào Hiệp,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB+,22/07/2025
329,HDSC - CTCP Chứng khoán HD,HDBS,Công ty cổ phần,Kinh doanh chứng khoán,1023000000000.0,https://www.hdbs.vn/,028 6283 6888,028 6283 8666,"23A và Lầu 9, Số 58 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP.HCM",Dương Thế Quang; Nguyễn Thành Trung,,,
330,HDTC - CÔNG TY XÂY DỰNG VÀ KINH DOANH CƠ SỞ HẠ TẦNG KHU CÔNG NGHIỆP HÀ NỘI - ĐÀI TƯ,HDTC,Công ty trách nhiệm hữu hạn,Bất động sản,136824000000.0,không có,0984414901,0,"Khu Công nghiệp Hà Nội - Đài Tư, Số 386 đường Nguyễn Văn Linh, phường Phúc Lợi, quận Long Biên, TP. Hà Nội",La Hứa Vinh,,,
331,HEM - CTCP CHẾ TẠO ĐIỆN CƠ HÀ NỘI,"HEM.,JSC",Công ty cổ phần,Sản xuất,387046500000.0,http://hem.vn,02437655510,02437655509,"KM 12 ĐƯỜNG CẦU DIỄN, P PHÚC DIỄN, Q BẮC TỪ LIÊM, HÀ NỘI",BÙI QUANG VINH,,,
332,HGAC - CÔNG TY CỔ PHẦN SẢN XUẤT VÀ ĐẦU TƯ HOÀNG GIA,ROYAL INVEST JSC,Công ty cổ phần,Sản xuất,360000000000.0,https://www.royalceramic.vn/,02513569918,0,"Đường số 8, Khu công nghiệp Nhơn Trạch II - Nhơn Phú, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, Tỉnh Đồng Nai, Việt Nam",,,,
333,HGDC - CTCP HOÀNG GIA ĐL,HOÀNG GIA ĐL,Công ty cổ phần,"Thương mại, dịch vụ",848034481000.0,www.royaldl.com,02633825444,02633825666,"02 Trần Phú, phường 3, TP Đà Lạt, tỉnh Lâm Đồng",,,,
334,HGLC - Công ty cổ phần Đầu tư Quốc tế Hoàng Anh Gia Lai (Tên cũ: Công ty TNHH Hưng Thắng Lợi Gia Lai),Công ty TNHH Hưng Thắng Lợi Gia Lai,Công ty cổ phần,Lĩnh vực khác,1685000000000.0,không,0904934428,0,"Số 15 Trường Chinh, phường Pleiku, tỉnh Gia Lai",HOÀNG TRỌNG VĂN; VÕ THỊ MỸ HẠNH,,,
335,HGMC - Công ty TNHH Quản lý Bất động sản Highgate,HGPM,Công ty trách nhiệm hữu hạn,Bất động sản,58120000000.0,www.sonkimland.vn,02838989547,02838231574,"177 Xa lộ Hà Nội, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,,,
336,HHEC - Công ty TNHH Thiết bị và Xây lắp Huy Hoàng,"HUY HOANG E AND IC CO,. LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,952000000000.0,.,0915858504,0,"Tầng 2, số 418, đường Lưu Nhân Chú, Tổ 4, phường Hương Sơn, TP Thái Nguyên, tỉnh Thái Nguyên",Đào Thị Lơ,,,
337,HHTC - CTCP ĐẦU TƯ THƯƠNG MẠI HỒNG HOÀNG,CTCP TM HỒNG HOÀNG,Công ty cổ phần,"Thương mại, dịch vụ",5000020000.0,Không có,+84 (028) 3830 2055,+84 (028) 3830 2055,"TẦNG 3, TÒA NHÀ AN PHÚ PLAZA, 117 - 119 LÝ CHÍNH THẮNG, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, TP. HỒ CHÍ MINH",Lê An,,,
338,HIDC - Công ty TNHH Đầu tư và Phát triển Đô thị Hưng Yên,"Hung yen urban development Co., LTD",Công ty trách nhiệm hữu hạn,Bất động sản,992924000000.0,Không có,0866072388,028 39 159 159,"Tầng 8, Tòa nhà Viettel Hưng Yên, số 537 Nguyễn Văn Linh, Phường Hiến Nam, Thành phố Hưng Yên, tỉnh Hưng Yên, Việt Nam",NGÔ VĂN KIÊN,,,
339,HII - CTCP AN TIẾN INDUSTRIES,"AN Tien Industries.,JSC",Công ty cổ phần,Sản xuất,320275000000.0,www.antienindustries.com,02163856555,02163851123,"KHU CÔNG NGHIỆP PHÍA NAM, XÃ VĂN PHÚ, THÀNH PHỐ YÊN BÁI, TỈNH YÊN BÁI",,,,
340,HISC - CTCP đầu tư và dịch vụ HELIOS,HELIOS,Công ty cổ phần,Lĩnh vực khác,2000000000000.0,https://www.bcgland.com.vn/,028 38 330314,02838330315,"89 Cách Mạng Tháng Tám , Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Nguyễn Hoàng Tiến; PHẠM THỊ NGỌC THANH,,,
341,HKAC - Công ty TNHH Hoa Kim Anh,HKA,Công ty trách nhiệm hữu hạn,Bất động sản,100000000000.0,Hoakimanhsg@gmail.com,0907389699,0907389699,"90 Cao Thắng, phường 4, quận 3, TP. Hồ Chí Minh",Nguyễn Thị Kim Phượng,,,
342,HKBC - Công ty cổ phần HAKUBA,"HAKUBA CO.,LTD",Công ty cổ phần,Lĩnh vực khác,810000000000.0,hakuba.com.vn,0349290110,123456789,"Tầng 12, tòa nhà số 45 đường Nguyễn Sơn, phường Ngọc Lâm, quận Long Biên, TP Hà Nội, Việt Nam",Nguyễn Hương Giang,,,
343,HL3C - CÔNG TY TNHH ĐIỆN MẶT TRỜI TRƯỜNG LÔC- BÌNH THUẬN,Công ty Trường Lộc- Bình Thuận,Công ty cổ phần,Sản xuất,470000000000.0,truonglocbinhthuan@gmail.com,0983771368,0983771368,"Số 325 Đường 19/4, phường Hàm Thắng, tỉnh Lâm Đồng",,,,
344,HLCC - Công ty TNHH Xây dựng và Phát triển Hoàng Long,Hoàng Long,Công ty trách nhiệm hữu hạn,Bất động sản,300000000000.0,Không có,0962459699,0962459699,"Tầng 1 Tòa CT3, Dự án Riverside, Khu đô thị Nam Thăng Long, Phường Phú Thượng, Quận Tây Hồ, TP. Hà Nội",Đỗ Văn Trung,,,
345,HLHC - CTCP KHÁCH SẠN VỊNH HẠ LONG,HA LONG BAY HOTEL JSC,Công ty cổ phần,Bất động sản,120748607677.0,0,02033845209,02033845209,"ĐƯỜNG HẠ LONG, KHU V, PHƯỜNG BÃI CHÁY, TỈNH QUẢNG NINH",Nguyễn Bá Tiến,,,
346,HLIC - Công ty Cổ phần Hong Lim Land,HLL,Công ty cổ phần,Bất động sản,50000000000.0,honglimland@gmail.com,02839352225,0838221729,"Số 2 Đường Thi Sách, Phường Bến Nghé , Quận 1, TP. Hồ Chí Minh , Việt Nam",Mai Anh Đào,,,
347,HLLC - CTCP KINH DOANH ĐỊA ỐC HIM LAM,HIMLAM LAND CORP,Công ty cổ phần,Bất động sản,1700000000000.0,www.truongsonland.com,028 39118118,028 39110866,"152/1A đường Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh",Nguyễn Thị Thùy Dương,,,
348,HLNC - CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ KINH DOANH BẤT ĐỘNG SẢN HTL VIỆT NAM,HLNC,Công ty cổ phần,Bất động sản,600000000000.0,gelexiariverside.com.vn,0904787890,02433829666,"Số 924 đường Bạch Đằng, phường Thanh Lương, quận Hai Bà Trưng, thành phố Hà Nội",,,,
349,HLPC - CTCP ĐẦU TƯ BẤT ĐỘNG SẢN HƯNG LỘC PHÁT,HUNG LOC PHAT REAL ESTATE INVESTMENT CORP,Công ty cổ phần,Bất động sản,1900000000000.0,hunglocphat.com.vn,08 6269 3636,08 5431 8563,"SỐ 9A ĐƯỜNG HÙNG VƯƠNG, P CHỢ QUÁN , TP HỒ CHÍ MINH",,,,
350,HLSC - CÔNG TY TNHH MẶT TRỜI HẠ LONG,"HA LONG SUN LTD.,CO",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,26350000000000.0,https://halongcomplex.sunworld.vn/,02033845267,02033845264,"Số 9, Đường Hạ Long, Phường Bãi Cháy, Tỉnh Quảng Ninh, Việt Nam",,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBBB+,03/07/2025
351,HMCC - Công ty cổ phần y khoa Hoàn Mỹ,HMC,Công ty cổ phần,"Thương mại, dịch vụ",1392871870000.0,https://www.hoanmy.com/vi/,02838206001,028 3820 7031,"Phòng 1101, Lầu 11, Tòa nhà Friendship, 31 Lê Duẩn, Phường Bến Nghé, Quận 1, TPHCM",,,,
352,HNA - CTCP Thủy điện Hủa Na,HHC,Công ty cổ phần,Sản xuất,2352322100000.0,huana.com.vn,02383588766,0238588767,"Tầng 9 - Tòa nhà Dầu khí Nghệ An, số 7 Quang Trung, Tp. Vinh, tỉnh Nghệ An",Bùi Huy Thành,,,
353,HNF - CTCP thực phẩm Hữu Nghị,HUU NGHI (HNX),Công ty cổ phần,Sản xuất,300000000000.0,HUUNGHI.COM.VN,0912755740,0912755740,"122 ĐỊNH CÔNG, Q HOÀNG MAI, HÀ NỘI",Trịnh Trung Hiếu,,,
354,HNG - CTCP NÔNG NGHIỆP QUỐC TẾ HOÀNG ANH GIA LAI,HAGL AGRICO,Công ty cổ phần,Lĩnh vực khác,11085538950000.0,www.haagrico.com.vn,02692222285,0269222218,"15 TRƯỜNG CHINH, PHƯỜNG PHÙ ĐỔNG, TP PLEIKU, TỈNH GIA LAI, VIỆT NAM",,,,
355,HNHC - CTCP Đầu tư và Xây dựng xa lộ Hà Nội,xa lộ,Công ty cổ phần,Xây dựng,1850000000000.0,,02836221025,02836367100,"Tầng 11, 152 Điện Biên Phủ, Phường Thạnh Mỹ Tây, TP. Hồ Chí Minh",Nguyễn Duy Minh,,,
356,HNTC - CTCP Thương mai Đầu tư Sản xuất Hà Nội,"HN TRADING.,JSC",Công ty cổ phần,Sản xuất,285000000000.0,Không có website,0833090609,0,"Số 15, Ngõ 1/46 Bùi Xương Trạch,P.Khương Đình,Q.Thanh Xuân, Hà Nội",,,,
357,HNVC - CTCP Bất động sản Hano-vid,"Hano-vid, JSC",Công ty cổ phần,Bất động sản,3544100000000.0,bondhanovid@hanovid.com.vn,0243 2484 282,0243 2484 282,"430 Cầu Am, phường Vạn Phúc, quận Hà Đông, TP. Hà Nội",Nguyễn Thế Đạt,,,
358,HNX - Sở Giao dịch Chứng khoán Hà Nội,HNX,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,1000000000000.0,,02439412626,02439347818,"Số 02 Phan Chu Trinh, Hoàn Kiếm, Hà Nội",,,,
359,HOAC - Công ty TNHH Hoa Thanh Long,HOA THANH LONG,Công ty trách nhiệm hữu hạn,Bất động sản,160000000000.0,ctyhoathanhlong@gmail.com,0913391678,0908174564,"U31, đường số 6, KĐT Hưng Phú, Phường Hưng Thạnh, Quận Cái Răng, TP Cần Thơ",Lý Vinh Hoàng,,,
360,HOSC - CÔNG TY TNHH HÓA CHẤT HYOSUNG VINA,HYOSUNG VINA CHEMICALS,Công ty trách nhiệm hữu hạn,Sản xuất,30882487000000.0,https://hyosungvinachemicals.com/,02543937949,02543937849,"Lô 01CN-08CN Khu công nghiệp Cái Mép, Phường Tân Phước, TP Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",KIM JONG KI,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnB,20/04/2026
361,HP1C - CTCP NĂNG LƯỢNG HỒNG PHONG 1,HONG PHONG 1 ENERGY JOINT STOCK COMPANY,Công ty cổ phần,Sản xuất,950000000000.0,chưa có,0961192199,02436321312,"THÔN HỒNG PHONG, XÃ HÒA THẮNG, TỈNH LÂM ĐỒNG",Bùi Văn Hiếu,,,
362,HP2C - CTCP NĂNG LƯỢNG HỒNG PHONG 2,"HONG PHONG 2.,JSC",Công ty cổ phần,Sản xuất,900000000000.0,000,0902004489,000,"THÔN HỒNG TRUNG, XÃ HỒNG PHONG, HUYỆN BẮC BÌNH, TỈNH BÌNH THUẬN",,,,
363,HPCC - Công ty TNHH Xây dựng Hưng Phát,HPC,Công ty trách nhiệm hữu hạn,Xây dựng,250000000000.0,Không có,02862710196,0,"105 ĐƯỜNG THANH NIÊN, P. QUANG TRUNG, TP. QUY NHƠN, TỈNH BÌNH ĐỊNH",Nguyễn Duy Dinh,,,
364,HPJC - CÔNG TY CỔ PHẦN ĐẦU TƯ HOÀNG PHÚC QUỐC TẾ,HPII,Công ty cổ phần,"Thương mại, dịch vụ",90000000000.0,www.hoang-phuc.com,+842839151133,+842839151133,"137 Nguyễn Trãi, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh, Việt Nam",BÙI VĂN PHÚC,,,
365,HPLC - Công ty cổ phần Đầu tư và kinh doanh bất động sản Hải Phát,Hai Phat Land,Công ty cổ phần,Bất động sản,1010000000000.0,haiphatland.com.vn,02432080599,02432080599,"Tầng 3 TTTM HPC Landmark 105, đường Tố Hữu, phường Hà Đông, Thành phố Hà Nội, Việt Nam",,,,
366,HPNC - CTCP ĐẦU TƯ HẢI PHÁT THỦ ĐÔ,HAI PHAT THU DO INVESTMENT JOINT STOCK COMPANY,Công ty cổ phần,Bất động sản,900000000000.0,www.haiphatthudo.vn,02432080668,02432080555,"Tầng 4 HPC Landmark 105, Khu ĐTm Văn Khê, Phường La Khê, Quận Hà Đông, TP Hà Nội",,,,
367,HPSC - CÔNG TY CP VĂN PHÒNG PHẨM HẢI PHÒNG,HPSP,Công ty cổ phần,Sản xuất,144000000000.0,https://hps.vn/,0225 3634 001,0225 3634 008,"Tổ 1 KDC Phương Lung, Hưng Đạo, Dương Kinh, Hải Phòng",ĐÀO THỊ HỒNG YẾN,,,
368,HPTC - Công ty Cổ phần Hoa Phú Thịnh,HOA PHU THINH,Công ty cổ phần,Xây dựng,280000000000.0,http://congtyhoaphuthinh.com,0932014141,0932014141,"Lầu 5, Tòa nhà Viet Solutions, 125/11 Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Lợi Khai Nguyên,,,
369,HPVC - Công ty Cổ phần Hoàng Phú Vương,HPVC,Công ty cổ phần,Bất động sản,800000000000.0,http://congtyhoangphuvuong.com,02866502262,02866502262,"15A Sông Đà, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Tô Thị Như Thủy,,,
370,HPX - CÔNG TY CỔ PHẦN ĐẦU TƯ HẢI PHÁT,HAI PHAT,Công ty cổ phần,Bất động sản,2644645820000.0,haiphat.com.vn,02432080666,02432080566,"TẦNG 5, TÒA CT3, THE PRIDE, KHU ĐTM AN HƯNG, LA KHÊ, HÀ ĐÔNG, HÀ NỘI",Đỗ Quý Hải,,,
371,HPZC - CTCP ĐẦU TƯ ĐỊA ỐC HƯNG PHÚ,HUNG PHU REI CORP,Công ty cổ phần,Bất động sản,1100000000.0,www.hungphu.com,02835174499,02835174488,"6 HOA MAI, PHƯỜNG 02, QUẬN PHÚ NHUẬN, TP HỒ CHÍ MINH",Nguyễn Anh Khiêm,,,
372,HQBC - Công ty Cổ phần TV - TM - DV Địa ốc Hoàng Quân Bình Thuận,Công ty CP Hoàng Quân - Bình Thuận,Công ty cổ phần,Bất động sản,400000000000.0,http://hoangquanbinhthuan.com.vn/,02523722250,02523722251,"Số 198 Nguyễn Hội, Phường Phan Thiết, Tỉnh Lâm Đồng, Việt Nam",Nguyễn Anh Trang,,,
373,HQC - CTCP TƯ VẤN - THƯƠNG MẠI - DỊCH VỤ - ĐỊA ỐC HOÀNG QUÂN,Công ty Hoàng Quân,Công ty cổ phần,Bất động sản,4766000000000.0,hoangquan.com.vn,02862928617,02839919064,"286-288 HUỲNH VĂN BÁNH , P11, Q PHÚ NHUẬN, TP HỒ CHÍ MINH",,,,
374,HQMC - CÔNG TY CỔ PHẦN TV - TM - DV ĐỊA ỐC HOÀNG QUÂN MÊKÔNG,Công ty CP Hoàng Quân Mê Kông,Công ty cổ phần,Bất động sản,320000000000.0,https://www.hoangquanmekong.com.vn/,02703852020,02703852012,"Lô B5 KDC Bình Minh, ấp Mỹ Lợi, Phường Cái Vồn, Tỉnh Vĩnh Long, Việt Nam",Hoàng Minh Đức,,,
375,HQNC - CTCP Dịch vụ Giải trí Hưng Thịnh Quy Nhơn,HUNG THINH QUY NHON JSC,Công ty cổ phần,Lĩnh vực khác,6123000000000.0,http://hungthinhgiaitriquynhon.com.vn/,0256 3535279,0256 3535279,"Lô K20, Khu dân cư Hưng Thịnh, Đường Chế Lan Viên, Khu vực 3, Phường Ghềnh Ráng, Thành phố Quy Nhơn, Tỉnh Bình Định",,,,
376,HRTC - Công ty Cổ phần Dịch vụ Du lịch đường sắt Hà Nội,HRTC,Công ty cổ phần,"Thương mại, dịch vụ",250000000000.0,www.haratour.com,02438510065,02435182933,"Số 142 Đường Lê Duẩn, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",TRẦN THỊ THU THỦY,,,
377,HRZC - CTCP DỊCH VỤ THƯƠNG MẠI VÀ ĐẦU TƯ HORIZON,HORIZON TRADING SERVICE AND INVESTMENT JSC,Công ty cổ phần,Bất động sản,1370100000000.0,không có,089665121,089665121,"P.903, Tầng 9, Tòa nhà Diamond Plaza, 34 Lê Duẩn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Nguyễn Quốc Hiển,,,
378,HS2C - CTCP ĐẦU TƯ NĂNG LƯỢNG HOÀNG SƠN 2,NANG LUONG HOANG SON 2,Công ty cổ phần,Lĩnh vực khác,227750000000.0,hoangson2jsc2020@gmail.com,02437946868,02437946969,"A203, THÁP THE MANOR, ĐƯỜNG MỄ TRÌ, PHƯỜNG MỸ ĐÌNH 1, QUẬN NAM TỪ LIÊM, HÀ NỘI",Vũ Quang Bảo,,,
379,HSBC - NGÂN HÀNG TNHH MTV HSBC (VIỆT NAM),HSBC (Việt Nam),Công ty trách nhiệm hữu hạn,Tổ chức tín dụng,7528000000000.0,hsbc.com.vn,02838292288,02862653634,"TẦNG 1,2,6 TOÀ NHÀ METROPOLITAN, 235 ĐỒNG KHỞI, PHƯỜNG BẾN NGHÉ, QUẬN 1, TP HỒ CHÍ MINH",,,,
380,HSCC - CTCP ĐẦU TƯ NĂNG LƯỢNG HOÀNG SƠN,NANG LUONG HOANG SON,Công ty cổ phần,Lĩnh vực khác,288000000000.0,hoangsonjsc2020@gmail.com,0985333826,0985333826,"A203, THÁP THE MANOR, ĐƯỜNG MỄ TRÌ, PHƯỜNG MỸ ĐÌNH 1, QUẬN NAM TỪ LIÊM, HÀ NỘI",Vũ Quang Bảo,,,
381,HSH - CTCP Đầu tư Thương mại Hoa sen Việt Nam,Viet Nam Lotus Investment Trading JSC,Công ty cổ phần,"Thương mại, dịch vụ",260000000000.0,Chưa có,0983673546,0983673546,"Số 38, ngõ 279 Giảng Võ, phường Cát Linh, quận Đống Đa, TP Hà Nội",,,,
382,HSIC - Công ty Cổ phần Đầu tư Dịch vụ vui chơi giải trí thể thao Hà Nội,"HSI., JSC",Công ty cổ phần,Bất động sản,1000000000000.0,Chưa có,02435955547,02435955547,"Thôn Cộng Hòa, xã Phù Linh, huyện Sóc Sơn, TP. Hà Nội",Cao Văn Loan; Cao Văn Loan; LÊ QUẢNG BA,,,
383,HTCC - Công ty cổ phần tập đoàn Hateco,"Hateco.,JSC",Công ty cổ phần,Bất động sản,6900000000000.0,www.hateco.com.vn,0941319393,0941319393,"Số 1 đường Huỳnh Tấn Phát, KCN Sài Đồng B, phường Thạch Bàn, quận Long Biên, Thành phố Hà Nội",,,,
384,HTEC - CTCP Năng lượng Hòa Thắng,"HOA THANG., JSC",Công ty cổ phần,Sản xuất,1034000000000.0,HOATHANG,0975009184,0975009184,"THÔN HỒNG CHÍNH, XÃ HÒA THẮNG, TỈNH LÂM ĐỒNG",Dương Văn Liêm,,,
385,HTLC - CTCP HATECO THĂNG LONG,"HATECO TL., JSC",Công ty cổ phần,Bất động sản,320000000000.0,https://hatecogroup.vn/,02432595272,02432595272,"KCN SÀI ĐỒNG B, ĐƯỜNG HUỲNH TẤN PHÁT, PHƯỜNG THẠCH BÀN , QUẬN LONG BIÊN, HÀ NỘI",,,,
386,HTMC - Công ty cổ phần Thương mại sản xuất và Đầu tư Hà Thành,Ha Thanh Trade Invest,Công ty cổ phần,Lĩnh vực khác,50000000000.0,https://www.dthathanh.com/,0326904516,02422 186 802,"Tầng 4, tháp 2 Toà nhà Times Tower, 35 Lê Văn Lương, Phường Nhân Chính, quận Thanh Xuân, Thành Phố Hà Nội",,,,
387,HTN - CTCP HƯNG THỊNH INCONS,HUNG THINH INCONS,Công ty cổ phần,Xây dựng,891164110000.0,http://www.hungthinhincons.com.vn,02873075888,02838249545,"53 TRẦN QUỐC THẢO, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, TP HỒ CHÍ MINH",,,,
388,HTNC - CTCP Hòn Tằm Biển Nha Trang,HonTam,Công ty cổ phần,"Thương mại, dịch vụ",903097620000.0,www.merperle.vn,02583526636,02583526636,"88A Trần Phú, Phường Lộc Thọ, Thành phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam",Đoàn Quốc Sơn,,,
389,HTPC - Công ty cổ phần Phát triển tổng hợp Hưng thịnh Phát,Hung Thinh Phat General Development JSC,Công ty cổ phần,Bất động sản,1200000000000.0,0,028 3622 1399,0,"Số 70, đường 64 TML, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, TP.Hồ Chí Minh",Nguyễn Đình Ngọc,,,
390,HUDC - Tổng Công ty Đầu tư Phát triển nhà và đô thị - Công ty TNHH,HUD,Công ty trách nhiệm hữu hạn,Bất động sản,3981000000000.0,hud.com.vn,02437738600,02437738640,"Tầng 28-29-30-31-32, Toà nhà VPTM HUDTOWER, Số 37, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội, Việt Nam",Đỗ Hoài Đông,,,
391,HULC - Công ty cổ phần phát triển Bất động sản Hưng Long,HUNG LONG REAL ESTATE DEVELOPMENT JSC,Công ty cổ phần,Bất động sản,6520000000000.0,,0911102075,0,"Tầng 2, Số nhà MG5-23, Khu đô thị Vinhomes Dragon Bay, Đường Trần Quốc Nghiễn, Phường Hồng Gai, Tỉnh Quảng Ninh",Lê Hồng Quân,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,25/06/2026
392,HUT - CTCP Tasco,HUD - TASCO,Công ty cổ phần,"Thương mại, dịch vụ",10682855810000.0,tasco.com.vn,02466686863,0,"Tầng 1 và Tầng 20 tòa nhà Tasco, Lô HH2-2, đường Phạm Hùng, Phường Từ Liêm, TP Hà Nội",,,,
393,HVDC - Công ty cổ phần Hưng Vượng Developer,Hưng Vượng Developer JSC,Công ty cổ phần,Bất động sản,1208000000000.0,www.hvd.vn,086 830 6407,0,"81/11 Đường số 12, khu phố 3, phường An Khánh, Quận 2, thành phố Thủ Đức, Tp.HCM",,,,
394,HVIC - CTCP Tư vấn Đầu tư Hướng Việt,CTCP Tư vấn Đầu tư Hướng Việt,Công ty cổ phần,Lĩnh vực khác,1000000000000.0,HVH,083 997 3329,083 997 3329,"Tầng 2, Tòa nhà Savimex, số 194 Nguyễn Công Trứ, phường Nguyễn Thái Bình, quận 1, TP. Hồ Chí Minh",VÕ QUANG LONG,,,
395,HVRC - Công ty Cổ phần Bất động sản Hướng Việt,HVR,Công ty cổ phần,Bất động sản,1000000000000.0,HVR,0909217441,02839152931,Tầng 1 - Tòa nhà Packsimex - 52 Đông Du - Phường Bến Nghé - Quận 1 - TPHCM,TRẦN THỊ THÚY AN; TRẦN VĂN BÌNH,,,
396,HVUC - Công ty Cổ phần Thương mại Dịch vụ tổng hợp Hoàn Vũ,Universe General Trading Services JSC,Công ty cổ phần,"Thương mại, dịch vụ",180000000000.0,https://beautybox.com.vn,028 3820 8011,(+84-28) 3820 9873,"Tòa nhà HD TOWER, 25 Bis Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. Hồ Chí Minh",Nguyễn Quốc Bình,,,
